Country,Location,Title,Company,Url,English,EducationLevel,YearsExperience,CompanyScore,SalaryUSD,CountryScore
Colombia,"Medellín, Antioquia, Colombia",Científico/a de Datos (Senior),Bancolombia,https://co.linkedin.com/jobs/view/cient%C3%ADfico-a-de-datos-senior-at-bancolombia-3327789063?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=CR3A1m5KSV5fB1CPxU8LUA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,1,3,6,6.226323335,2254,29.24
Colombia,Latin America,Data Scientist,Factored,https://www.linkedin.com/jobs/view/data-scientist-at-factored-3318529667?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=cdlYgaDKgDdVFdTRJ87obQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,0,5,9,6.204169548,2726,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",Data Scientist,Clara,https://co.linkedin.com/jobs/view/data-scientist-at-clara-3318524336?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=D96ROuaqeZM2WhUCt6BoAw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,1,3,8,4.899524017,2569,29.24
Colombia,Latin America,Data Scientist,AI Fund,https://www.linkedin.com/jobs/view/data-scientist-at-ai-fund-3297217737?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=aXcmF%2BSsu%2FMs62B6CTEq4g%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,0,1,4,7.479070018,892,29.24
Colombia,"Colombia, Huila, Colombia",Data Science Spark - Colombia,CINTE Colombia,https://co.linkedin.com/jobs/view/data-science-spark-colombia-at-cinte-colombia-3308520234?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=pesAxRuRpDISYuXWKXXX1g%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,8,1.636735539,2831,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",Data Scientist,Chubb,https://co.linkedin.com/jobs/view/data-scientist-at-chubb-3312876342?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=A3LlN%2FlgqQ99aLDF3Sx20A%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,6,3.662170198,1730,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",científico de datos junior,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-junior-at-trabajo-joven-s%C3%AD-hay-3261038757?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=8MbkqCopyXTLw2GrrfjT5g%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,0,5,10,2.725419718,2883,29.24
Colombia,"Seville, Valle del Cauca, Colombia",Machine Learning Developer,Accenture Colombia,https://co.linkedin.com/jobs/view/machine-learning-developer-at-accenture-colombia-3313390144?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=2%2Fh5ettVImPTDZgso3G0MA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,6,5.566845149,1468,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",Data Scientist,Michael Page,https://co.linkedin.com/jobs/view/data-scientist-at-michael-page-3225997250?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=75YQgsm6hdrh0DNWfoyyAg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,1,3,6,6.282848404,2254,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",científico de datos junior,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-junior-at-trabajo-joven-s%C3%AD-hay-3261038756?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=x%2FY6OX0rKdjG%2FpZVuKPUiw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,1,3,6,6.754085582,2254,29.24
Colombia,"Chía, Cundinamarca, Colombia",Científico de datos,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-at-trabajo-joven-s%C3%AD-hay-3315611953?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=g%2BuO%2FFST7jYFRweMQ4bj2A%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,7,3.784747531,1626,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",científico de datos junior,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-junior-at-trabajo-joven-s%C3%AD-hay-3261038755?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=%2FFShkzbiSuySpOEQHfgsSg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,7,6.267827908,2674,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",científico de datos junior,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-junior-at-trabajo-joven-s%C3%AD-hay-3261037811?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=51r8K%2BdQwcjxBjxfyylE0A%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,6,4.581890017,1468,29.24
Colombia,"Puente Aranda, Capital District, Colombia",Científico de datos,SAS CEI,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-at-sas-cei-3315621421?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=%2BUV7BR%2FTwv4dpqCY7wJsGg%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,5,4.646377493,1573,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",científico de datos junior,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-junior-at-trabajo-joven-s%C3%AD-hay-3261044096?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=eUGycTxkJvDTDa7sN0IGDA%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,0,5,9,4.352913882,2726,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",Analista III - Científico de Datos,Porvenir Pensiones y Cesantías,https://co.linkedin.com/jobs/view/analista-iii-cient%C3%ADfico-de-datos-at-porvenir-pensiones-y-cesant%C3%ADas-3324197454?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=RlVq50mzj1pE5RHPt8BEoA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,7,5.575977767,1888,29.24
Colombia,"Medellín, Antioquia, Colombia",Científico de datos para proyectos de Inteligencia Artificial,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-para-proyectos-de-inteligencia-artificial-at-trabajo-joven-s%C3%AD-hay-3309374404?refId=iWQxJg0vgaP3dmOciyXQOw%3D%3D&trackingId=LTRWm%2FCsZuxh5V3pzL%2FbQA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,5,5.138293066,1835,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",Developer Machine learning,Agencia de Empleo Colsubsidio,https://co.linkedin.com/jobs/view/developer-machine-learning-at-agencia-de-empleo-colsubsidio-3324765687?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=oGyEI9a8nNVdZywGRFhp%2Bw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,7,7.485553922,1887,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",Data Scientist,Michael Page,https://co.linkedin.com/jobs/view/data-scientist-at-michael-page-3225997250?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=W3L%2F7oLXzCC3JMkM3n4dIw%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,7,4.375694154,2149,29.24
Colombia,"Medellín, Antioquia, Colombia",PL-PRACTICANTE CIENTIFICO DE DATOS,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/pl-practicante-cientifico-de-datos-at-trabajo-joven-s%C3%AD-hay-3280694701?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=Of2PEXEYHRow9%2B0Hk9DoBw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,0,4,7,5.833257032,2149,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",científico de datos junior,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-junior-at-trabajo-joven-s%C3%AD-hay-3261038757?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=2nzkd%2BiYF7%2BNyOWCCyzU%2Bw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,6,5.180442408,1992,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",Científico de Datos Master,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-master-at-trabajo-joven-s%C3%AD-hay-3304536171?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=KoL%2BPz4mq%2Bm8HXhoJ7oDwA%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,5,7.476899107,1573,29.24
Colombia,Colombia,Sr. Machine Learning Engineer,10Pearls,https://co.linkedin.com/jobs/view/sr-machine-learning-engineer-at-10pearls-3319556124?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=G8leVFdEto847NBnZ54ziQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,7,4.47229065,2149,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",Cientifico De Datos - Importante Empresa Del Sector,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cientifico-de-datos-importante-empresa-del-sector-at-trabajo-joven-s%C3%AD-hay-3308678846?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=xzurbuwOXUIrIvpB%2F5QJPg%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,6,5.244355383,1468,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",Cientifico de Datos,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cientifico-de-datos-at-trabajo-joven-s%C3%AD-hay-3315604576?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=4NAuND6fTy1V98KavaDZNg%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,8,5.289830133,2045,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",cientificos de datos - python,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cientificos-de-datos-python-at-trabajo-joven-s%C3%AD-hay-3308650699?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=vhYtMMBOlpOlF%2Fpq%2F%2F1L4Q%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,5,5.745564733,1835,29.24
Colombia,"Manizales, Caldas, Colombia",Python Developer,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/python-developer-at-trabajo-joven-s%C3%AD-hay-3302875263?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=hy6ZbVyy04NYjBLtVLwLiw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,1,3,8,4.102805064,2569,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",científico de datos junior,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-junior-at-trabajo-joven-s%C3%AD-hay-3261042295?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=lwqcpSGSp4ZFiwdkd%2B7WIQ%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,7,5.211521171,1888,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",CIENTIFICO DE DATOS URGENTE,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cientifico-de-datos-urgente-at-trabajo-joven-s%C3%AD-hay-3261049370?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=8BTqKI7JE7%2F%2BNW2mV4p6cA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,1,3,6,5.262286847,2254,29.24
Colombia,"Chía, Cundinamarca, Colombia",Científico de datos,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-at-trabajo-joven-s%C3%AD-hay-3315611953?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=dXdm40qIk3GyR9krEOWvvA%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,7,7.845365344,2150,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",científico de datos junior,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-junior-at-trabajo-joven-s%C3%AD-hay-3261039557?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=IxYKDadzumkiAfDZfsMUVQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,1,1,8,6.155635565,2045,29.24
Colombia,"Medellín, Caldas, Colombia",QGIS/Python Developer,Sofka Technologies,https://co.linkedin.com/jobs/view/qgis-python-developer-at-sofka-technologies-3305381368?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=g%2BXPv0LFsnS9A32kZONNgg%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,7,4.176520561,2673,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",CIENTIFICO DE DATOS,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cientifico-de-datos-at-trabajo-joven-s%C3%AD-hay-3308368943?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=Wns9IKpxXDmRrjGfX%2BnZOw%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,5,5.8283973,1311,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",científico de datos junior,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-junior-at-trabajo-joven-s%C3%AD-hay-3261037811?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=4v76DSSELpbX3Xk2dZt2BQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,0,4,8,9.5530488,2307,29.24
Colombia,"Leticia, Amazonas, Colombia",Python Developer,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/python-developer-at-trabajo-joven-s%C3%AD-hay-3302191853?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=8PbkhSULG%2FauvjTjcGVw8w%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,0,4,9,6.462137206,2464,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",Machine Learning Engineer,Michael Page,https://co.linkedin.com/jobs/view/machine-learning-engineer-at-michael-page-3243856899?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=4L93tX365boLVcepaU3Fog%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,7,4.512897829,1625,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",Desarrollador Python,Coink,https://co.linkedin.com/jobs/view/desarrollador-python-at-coink-3290109626?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=QWrVwrAL%2Bgy23n8iqBGMcQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,5,9.585296707,1573,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",Senior Machine Learning Engineer,Michael Page,https://co.linkedin.com/jobs/view/senior-machine-learning-engineer-at-michael-page-3181085961?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=I29qVgySEJO%2BhI%2Fz8KyEMQ%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,7,4.981345929,2674,29.24
Colombia,"Medellín, Antioquia, Colombia",Científico de Datos - Medellín,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-medell%C3%ADn-at-trabajo-joven-s%C3%AD-hay-3308656323?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=9eHUMccrxRk2rKxWECmIrg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,7,4.855492495,2673,29.24
Colombia,"Bogota, D.C., Capital District, Colombia",Científico de datos - Manejo de SQL y Excel,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-manejo-de-sql-y-excel-at-trabajo-joven-s%C3%AD-hay-3300795690?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=GDIvqOoZIBYTX3drREnkKQ%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,6,5.243847707,1992,29.24
Colombia,"Medellín, Antioquia, Colombia",Científico de datos,Trabajo Joven Sí Hay,https://co.linkedin.com/jobs/view/cient%C3%ADfico-de-datos-at-trabajo-joven-s%C3%AD-hay-3301173314?refId=LjrPO%2BAmaLFGefKIBdCzww%3D%3D&trackingId=5eEfRd3Uevn64zsW0ybPvw%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,8,4.703033946,2045,29.24
Ecuador,"Bilbao, Chimborazo, Ecuador",Data Science,Accenture,https://ec.linkedin.com/jobs/view/data-science-at-accenture-3313387641?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=jwqM0cgtjXy4XK6A2g85uw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,1,3,7,6.828138844,1654,20.06
Ecuador,"Bilbao, Chimborazo, Ecuador",Data Science,Accenture,https://ec.linkedin.com/jobs/view/data-science-at-accenture-3312247054?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=PoJRPolEoSRd8R2ppijo7A%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,7,3.130195717,1475,20.06
Ecuador,Ecuador,Data Scientist - Remote - Latin America,FullStack Labs,https://ec.linkedin.com/jobs/view/data-scientist-remote-latin-america-at-fullstack-labs-3324232303?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=CcdoJJKsktsyme52SGFIvw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,8,4.433677472,1403,20.06
Ecuador,"Quito, Pichincha, Ecuador",Ingeniero de mecatrónica,SIMPLE LOGIC S.A.,https://ec.linkedin.com/jobs/view/ingeniero-de-mecatr%C3%B3nica-at-simple-logic-s-a-3328180208?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=tv%2BQJChEV9VvSeOBglGSRQ%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,7,7.065194233,1834,20.06
Ecuador,Ecuador,Junior Software Developers and Interns,ioet,https://ec.linkedin.com/jobs/view/junior-software-developers-and-interns-at-ioet-inc-3306264742?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=Zo3BhU1qCOB9sr9ZPSBPaw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,5,9.664667912,1079,20.06
Ecuador,"Israel, Guayas, Ecuador",Algorithm Developer,Aspen Technology,https://ec.linkedin.com/jobs/view/algorithm-developer-at-aspen-technology-3291501663?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=ar%2B7DPlujz5KyJyrdWA07g%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card,1,3,8,8.181265966,1762,20.06
Ecuador,Ecuador,Senior Machine Learning Engineer,EPAM Systems,https://ec.linkedin.com/jobs/view/senior-machine-learning-engineer-at-epam-systems-3175570702?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=3%2F6f7Fs8Gnx1s%2BrCNAjnoQ%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,6,7.370130849,1007,20.06
Ecuador,Ecuador,DATA SCIENCE CONSULTANT QUITO,Management Solutions,https://ec.linkedin.com/jobs/view/data-science-consultant-quito-at-management-solutions-3276276757?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=eBN48NzLiTHp0l6H3JuwHA%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,8,4.580577983,1583,20.06
Ecuador,Ecuador,ReactJS Frontend Engineer (LatAm),Outliant,https://ec.linkedin.com/jobs/view/reactjs-frontend-engineer-latam-at-outliant-3320003506?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=nFhg5MitvdB%2FZBh%2F8jRvpA%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,7,5.283585424,1475,20.06
Ecuador,"Guayaquil, Guayas, Ecuador","Python Developer, Forward Kitchens (Remote) - $60,000/year USD",Crossover for Work,https://ec.linkedin.com/jobs/view/python-developer-forward-kitchens-remote-%2460-000-year-usd-at-crossover-for-work-3318544516?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=6552WsX82lEJ%2BtkM8OaTCA%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card,1,1,5,6.533215787,1079,20.06
Ecuador,"Guayaquil, Guayas, Ecuador","Python Developer, Forward Kitchens (Remote) - $60,000/year USD",Crossover for Work,https://ec.linkedin.com/jobs/view/python-developer-forward-kitchens-remote-%2460-000-year-usd-at-crossover-for-work-3318546691?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=xRgBRmznkb1UGk5PJHwXpQ%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,7,2.968401105,1295,20.06
Ecuador,"Quito, Pichincha, Ecuador",Senior Python Developer,Launch Potato,https://ec.linkedin.com/jobs/view/senior-python-developer-at-launch-potato-3304831147?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=l39BJL4fZod1odYDfsxkzg%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,0,5,8,6.206186053,1762,20.06
Ecuador,"Quito, Pichincha, Ecuador",Backend Developer,LumiQualis,https://ec.linkedin.com/jobs/view/backend-developer-at-lumiqualis-3325563746?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=ZOQe5K%2BrkSaT3pYQZAPLtQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card,1,3,7,5.062477523,1654,20.06
Ecuador,Ecuador,Python Developer - Remote - Latin America,FullStack Labs,https://ec.linkedin.com/jobs/view/python-developer-remote-latin-america-at-fullstack-labs-3052172106?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=hXIdM2SHTP1nz9AA84KQqQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,6,3.909928024,1007,20.06
Ecuador,"Cuenca, Azuay, Ecuador",Senior Python Developer,Launch Potato,https://ec.linkedin.com/jobs/view/senior-python-developer-at-launch-potato-3304829249?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=VH%2FYMMtEf1ev1GLcWiQihA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card,0,2,5,4.146938678,899,20.06
Ecuador,Ecuador,React-Node/Typescript Full Stack Developer,Outliant,https://ec.linkedin.com/jobs/view/react-node-typescript-full-stack-developer-at-outliant-3314186043?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=Tk3bOyVgW0JGwwqMmCtJXg%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card,1,1,6,3.02901264,1187,20.06
Ecuador,"Italia, Los Ríos, Ecuador",TEST AUTOMATION ENGINEER,Reverse,https://ec.linkedin.com/jobs/view/test-automation-engineer-at-reverse-3262338012?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=Gt8yPGtfq%2B4v7K1H%2F4i%2Bkg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,9,4.381001857,2050,20.06
Ecuador,"Bilbao, Chimborazo, Ecuador",DATA SCIENCE CONSULTANT BILBAO,Management Solutions,https://ec.linkedin.com/jobs/view/data-science-consultant-bilbao-at-management-solutions-3276276767?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=Zbf04EBz6Z2%2B7tMpxekKTA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,1,0,4,3.829707852,792,20.06
Ecuador,Ecuador,Test Automation Engineer,Globant,https://ec.linkedin.com/jobs/view/test-automation-engineer-at-globant-3248103233?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=mG2fmVLpRW%2BkZmY2cjpzjg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card,1,5,9,3.225598692,2230,20.06
Ecuador,"Italia, Los Ríos, Ecuador",Junior - Middle Software Engineer (m/f) - Full Remote,Page Personnel,https://ec.linkedin.com/jobs/view/junior-middle-software-engineer-m-f-full-remote-at-page-personnel-3129208816?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=ytV91XcEPntVGuuk3LCf1Q%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card,0,3,6,5.131119522,1187,20.06
Ecuador,"Guayaquil, Guayas, Ecuador",Work From Home Node Developer,L.A. Head Hunter,https://ec.linkedin.com/jobs/view/work-from-home-node-developer-at-l-a-head-hunter-3316228419?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=m1RReARSGbTD5A0hDW4LYg%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card,1,5,10,2.82654127,2337,20.06
Ecuador,"Italia, Los Ríos, Ecuador",Junior - Middle Software Engineer (m/f) - Full Remote,Michael Page,https://ec.linkedin.com/jobs/view/junior-middle-software-engineer-m-f-full-remote-at-michael-page-3278705394?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=DPL3iYJkNVwnfWNeaNQ2Dw%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card,1,5,8,3.351943138,2122,20.06
Ecuador,"Guayaquil, Guayas, Ecuador",ASISTENTE DE PROGRAMADOR,PCGerente,https://ec.linkedin.com/jobs/view/asistente-de-programador-at-pcgerente-3314356207?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=jutnax0SPv%2BKQoQa0uRpBw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2,7,5.770002911,1475,20.06
Ecuador,"Guayaquil, Guayas, Ecuador",Python Developer - Remote - Latin America,FullStack Labs,https://ec.linkedin.com/jobs/view/python-developer-remote-latin-america-at-fullstack-labs-3052171161?refId=SSMwfmf9MD93DFeWIkBucQ%3D%3D&trackingId=hz12DEg%2BGBroFE1PtuD1SA%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card,1,4,6,7.353537236,1726,20.06
